ligand_pose	gauss1	gauss2	repulsion	hydrophobic	non_dir_h_bond	num_tors_div
ligand_pose_672	-1.4038	-3.9619	7.6862	-0.7223	-0.5874	0.0
ligand_pose_673	-1.5409	-3.8749	2.613	-0.6964	-0.4342	0.0
ligand_pose_674	-1.6066	-3.7702	1.0075	-0.6422	-0.0842	0.0
ligand_pose_675	-1.529	-3.6657	2.302	-0.5724	-0.0	0.0
ligand_pose_676	-1.3178	-3.6227	7.9783	-0.4845	-0.2061	0.0
ligand_pose_677	-1.2144	-3.6258	1.531	-0.627	-0.0	0.0
ligand_pose_678	-1.3491	-3.6555	0.7383	-0.6436	-0.0	0.0
ligand_pose_679	-1.4166	-3.6408	0.8383	-0.6242	-0.2615	0.0
ligand_pose_680	-1.213	-3.5272	1.4008	-0.6178	-0.0	0.0
ligand_pose_681	-1.3234	-3.5175	1.2334	-0.5954	-0.3816	0.0
ligand_pose_682	-1.0866	-3.6653	1.7826	-0.4905	-0.0	0.0
ligand_pose_683	-1.4234	-3.6321	4.6723	-0.4835	-0.0	0.0
ligand_pose_684	-1.2789	-3.6777	2.1477	-0.5175	-0.0	0.0
ligand_pose_685	-1.0599	-3.7023	1.8734	-0.5085	-0.0	0.0
ligand_pose_686	-1.1251	-3.6454	2.4449	-0.4728	-0.0	0.0
ligand_pose_687	-1.7082	-3.8047	4.7483	-0.8182	-0.5874	0.0
ligand_pose_688	-1.8431	-3.8412	1.5942	-0.8118	-0.4453	0.0
ligand_pose_689	-1.7788	-3.8037	1.5002	-0.7306	-0.0728	0.0
ligand_pose_690	-1.4057	-3.729	2.8876	-0.5208	-0.0	0.0
ligand_pose_691	-1.1951	-3.73	2.3147	-0.5085	-0.0	0.0
ligand_pose_692	-1.2312	-3.6835	2.9683	-0.4721	-0.0	0.0
ligand_pose_693	-1.0323	-3.7161	1.9256	-0.5085	-0.0	0.0
ligand_pose_694	-1.097	-3.6656	2.4289	-0.4725	-0.0	0.0
ligand_pose_695	-1.2741	-3.6941	2.1821	-0.5184	-0.0	0.0
ligand_pose_696	-1.172	-3.7437	4.4118	-0.3461	-0.0	0.0
ligand_pose_697	-1.087	-3.7207	3.7622	-0.3266	-0.0	0.0
ligand_pose_698	-1.2262	-3.6833	5.3043	-0.2895	-0.0	0.0
ligand_pose_699	-1.3935	-3.9825	5.2894	-0.6598	-0.2525	0.0
ligand_pose_700	-1.1672	-3.9256	1.9233	-0.6772	-0.0	0.0
ligand_pose_701	-1.1606	-3.8213	0.9673	-0.6514	-0.0	0.0
ligand_pose_702	-1.2953	-3.6573	1.581	-0.5925	-0.0	0.0
ligand_pose_703	-1.0563	-3.708	0.8882	-0.6341	-0.0	0.0
ligand_pose_704	-1.0499	-3.5785	1.1797	-0.5802	-0.0	0.0
ligand_pose_705	-1.4302	-3.6347	4.5789	-0.4835	-0.0	0.0
ligand_pose_706	-1.076	-3.735	3.134	-0.3318	-0.0	0.0
ligand_pose_707	-1.5126	-4.0433	5.1511	-0.6789	-0.2649	0.0
ligand_pose_708	-1.362	-3.9589	1.9908	-0.6958	-0.0	0.0
ligand_pose_709	-1.4164	-3.8658	1.4897	-0.6686	-0.0	0.0
ligand_pose_710	-1.5426	-3.7532	3.0414	-0.6067	-0.0	0.0
ligand_pose_711	-1.2982	-3.7807	0.9163	-0.6506	-0.0	0.0
ligand_pose_712	-1.2351	-3.6605	1.1401	-0.5978	-0.0	0.0
ligand_pose_713	-1.4277	-3.6145	3.1301	-0.4915	-0.0	0.0
ligand_pose_714	-0.9115	-3.7198	3.1298	-0.3278	-0.0	0.0
ligand_pose_715	-1.0385	-3.7658	1.7647	-0.4911	-0.0	0.0
ligand_pose_716	-0.9919	-3.7442	1.8506	-0.4816	-0.0	0.0
ligand_pose_717	-0.9928	-3.7214	1.8328	-0.4838	-0.0	0.0
ligand_pose_718	-0.9	-3.7181	3.1298	-0.3278	-0.0	0.0
ligand_pose_719	-1.6348	-3.7399	4.8805	-0.67	-0.5874	0.0
ligand_pose_720	-1.5226	-3.5939	3.7449	-0.6496	-0.5158	0.0
ligand_pose_721	-1.6253	-3.9089	1.1106	-0.7799	-0.0	0.0
ligand_pose_722	-1.3977	-3.6086	4.6136	-0.5155	-0.5874	0.0
ligand_pose_723	-1.8189	-3.8921	2.6774	-0.7893	-0.5917	0.0
ligand_pose_724	-1.5891	-3.8344	1.297	-0.7196	-0.0	0.0
ligand_pose_725	-1.6703	-3.974	1.1264	-0.786	-0.0	0.0
ligand_pose_726	-1.6756	-3.9778	1.1264	-0.786	-0.0	0.0
ligand_pose_727	-1.2967	-3.6817	2.1617	-0.5175	-0.0	0.0
ligand_pose_728	-1.064	-3.7086	1.8741	-0.5085	-0.0	0.0
ligand_pose_729	-1.1176	-3.654	2.4579	-0.4729	-0.0	0.0
ligand_pose_730	-1.5615	-3.7249	6.6742	-0.3994	-0.5985	0.0
ligand_pose_731	-1.667	-3.8042	1.284	-0.7363	-0.0	0.0
ligand_pose_732	-1.7426	-3.7973	1.4092	-0.7063	-0.0	0.0
ligand_pose_733	-1.3162	-3.8203	3.39	-0.6934	-0.0	0.0
ligand_pose_734	-1.4768	-3.7652	1.403	-0.6726	-0.0	0.0
ligand_pose_735	-1.622	-3.6732	1.9085	-0.601	-0.0327	0.0
ligand_pose_736	-1.297	-3.9338	6.3622	-0.7118	-0.3056	0.0
ligand_pose_737	-1.2161	-3.8684	2.2128	-0.7356	-0.0	0.0
ligand_pose_738	-1.4475	-3.7348	0.5892	-0.68	-0.0	0.0
ligand_pose_739	-1.5866	-3.6728	1.6499	-0.5925	-0.0	0.0
ligand_pose_740	-1.2826	-3.9283	7.0586	-0.7259	-0.5874	0.0
ligand_pose_741	-1.3857	-3.8323	2.45	-0.6963	-0.4046	0.0
ligand_pose_742	-1.5183	-3.7268	0.7982	-0.6416	-0.0545	0.0
ligand_pose_743	-1.5026	-3.6297	1.6925	-0.5691	-0.0	0.0
ligand_pose_744	-1.4068	-3.5641	6.5058	-0.4808	-0.0	0.0
ligand_pose_745	-1.2588	-3.5901	1.6488	-0.6255	-0.0	0.0
ligand_pose_746	-1.3215	-3.6001	0.7383	-0.6436	-0.0	0.0
ligand_pose_747	-1.3035	-3.5927	0.7453	-0.6226	-0.2325	0.0
ligand_pose_748	-1.1965	-3.4625	1.4008	-0.6178	-0.0	0.0
ligand_pose_749	-1.2013	-3.4625	1.1536	-0.5913	-0.3539	0.0
ligand_pose_750	-1.0074	-3.6551	0.8268	-0.3641	-0.0	0.0
ligand_pose_751	-0.9291	-3.7341	1.8569	-0.4809	-0.0	0.0
ligand_pose_752	-1.0199	-3.6519	0.9319	-0.3641	-0.0	0.0
ligand_pose_753	-1.1747	-3.6904	0.9285	-0.3649	-0.0	0.0
ligand_pose_754	-0.9267	-3.7215	3.1298	-0.3278	-0.0	0.0
ligand_pose_755	-0.9457	-3.7165	1.8328	-0.4838	-0.0	0.0
ligand_pose_756	-1.3798	-3.609	4.2545	-0.4905	-0.0	0.0
ligand_pose_757	-1.4049	-3.9214	6.8626	-0.7118	-0.6961	0.0
ligand_pose_758	-1.3536	-3.8527	4.1889	-0.7356	-0.5874	0.0
ligand_pose_759	-1.7816	-3.7606	2.9116	-0.7094	-0.5306	0.0
ligand_pose_760	-1.4462	-3.5693	3.5096	-0.6436	-0.5874	0.0
ligand_pose_761	-1.3184	-3.9144	6.5787	-0.7333	-0.5874	0.0
ligand_pose_762	-1.5311	-3.7961	2.3308	-0.6992	-0.3496	0.0
ligand_pose_763	-1.6123	-3.6851	1.3162	-0.6405	-0.2244	0.0
ligand_pose_764	-1.4772	-3.5644	3.7472	-0.5672	-0.4693	0.0
ligand_pose_765	-1.3272	-3.4288	2.724	-0.6178	-0.5374	0.0
ligand_pose_766	-1.41	-3.553	0.7935	-0.6212	-0.1835	0.0
ligand_pose_767	-1.2765	-3.3839	1.0528	-0.5884	-0.3107	0.0
ligand_pose_768	-1.7583	-3.8282	3.8888	-0.7049	-0.0	0.0
ligand_pose_769	-1.3677	-3.8039	3.7636	-0.6906	-0.0	0.0
ligand_pose_770	-1.5609	-3.7528	2.5518	-0.6694	-0.0	0.0
ligand_pose_771	-1.6459	-3.6507	4.8553	-0.6012	-0.1056	0.0
ligand_pose_772	-1.6433	-3.805	3.3165	-0.7363	-0.1631	0.0
ligand_pose_773	-1.3701	-3.5758	2.3287	-0.6223	-0.0	0.0
ligand_pose_774	-1.3475	-3.8546	2.4999	-0.7356	-0.0	0.0
ligand_pose_775	-1.5105	-3.7473	1.9035	-0.68	-0.1931	0.0
ligand_pose_776	-1.4658	-3.6016	1.5275	-0.6436	-0.1593	0.0
ligand_pose_777	-1.3499	-3.9273	6.7596	-0.7304	-0.5874	0.0
ligand_pose_778	-1.535	-3.801	2.4872	-0.6976	-0.3771	0.0
ligand_pose_779	-1.6763	-3.7437	1.5569	-0.6407	-0.209	0.0
ligand_pose_780	-1.3634	-3.4342	1.8699	-0.6178	-0.0639	0.0
ligand_pose_781	-1.4568	-3.5765	1.2458	-0.6218	-0.2332	0.0
ligand_pose_782	-1.293	-3.4123	1.4003	-0.5892	-0.3324	0.0
ligand_pose_783	-1.3934	-3.8399	3.3388	-0.6946	-0.0	0.0
ligand_pose_784	-1.4972	-3.7833	1.4	-0.6724	-0.0	0.0
ligand_pose_785	-1.6013	-3.6838	1.6426	-0.5976	-0.0	0.0
ligand_pose_786	-1.6583	-3.8335	1.755	-0.7363	-0.0	0.0
ligand_pose_787	-1.2985	-3.6133	1.5173	-0.6262	-0.0	0.0
ligand_pose_788	-1.4351	-3.9822	6.6327	-0.7118	-0.3056	0.0
ligand_pose_789	-1.3636	-3.8593	2.2257	-0.7356	-0.0	0.0
ligand_pose_790	-1.4899	-3.7827	0.8473	-0.68	-0.0	0.0
ligand_pose_791	-1.5745	-3.6789	2.2258	-0.5925	-0.0	0.0
ligand_pose_792	-1.806	-3.8362	2.0911	-0.7081	-0.0	0.0
ligand_pose_793	-1.3843	-3.65	0.8553	-0.6436	-0.0	0.0
ligand_pose_794	-1.4074	-3.9567	7.6215	-0.7229	-0.5874	0.0
ligand_pose_795	-1.5404	-3.8677	2.6615	-0.6975	-0.4296	0.0
ligand_pose_796	-1.6202	-3.757	1.1794	-0.6429	-0.0801	0.0
ligand_pose_797	-1.5212	-3.675	2.9199	-0.5741	-0.1792	0.0
ligand_pose_798	-1.2921	-3.5352	1.4133	-0.6178	-0.0	0.0
ligand_pose_799	-1.4513	-3.6525	0.9185	-0.6249	-0.2585	0.0
ligand_pose_800	-1.3621	-3.5192	1.2756	-0.5951	-0.3798	0.0
ligand_pose_801	-2.0818	-3.979	3.2375	-0.7852	-0.5311	0.0
ligand_pose_802	-1.8891	-3.8944	1.4062	-0.7204	-0.0	0.0
ligand_pose_803	-1.2885	-3.7473	2.6853	-0.5022	-0.0	0.0
ligand_pose_804	-1.357	-3.6239	4.7276	-0.4862	-0.0	0.0
ligand_pose_805	-1.3958	-3.8517	3.3438	-0.6946	-0.0	0.0
ligand_pose_806	-1.4993	-3.7791	1.3939	-0.6724	-0.0	0.0
ligand_pose_807	-1.6	-3.6827	1.6717	-0.5976	-0.0	0.0
ligand_pose_808	-1.66	-3.8394	1.7512	-0.7363	-0.0	0.0
ligand_pose_809	-1.3009	-3.6097	1.5173	-0.6262	-0.0	0.0
ligand_pose_810	-1.436	-3.9786	6.6538	-0.7118	-0.3056	0.0
ligand_pose_811	-1.36	-3.8589	2.2288	-0.7356	-0.0	0.0
ligand_pose_812	-1.4892	-3.7823	0.8443	-0.68	-0.0	0.0
ligand_pose_813	-1.5732	-3.6791	2.2133	-0.5925	-0.0	0.0
ligand_pose_814	-1.8063	-3.8393	2.0341	-0.7081	-0.0	0.0
ligand_pose_815	-1.3892	-3.646	0.8473	-0.6436	-0.0	0.0
ligand_pose_816	-1.4074	-3.9599	7.6127	-0.7229	-0.5874	0.0
ligand_pose_817	-1.5409	-3.8704	2.6475	-0.6975	-0.4296	0.0
ligand_pose_818	-1.6231	-3.7575	1.1357	-0.6429	-0.0801	0.0
ligand_pose_819	-1.5271	-3.6781	2.833	-0.5741	-0.1747	0.0
ligand_pose_820	-1.2995	-3.5297	1.4093	-0.6178	-0.0	0.0
ligand_pose_821	-1.4537	-3.6525	0.8986	-0.6249	-0.2585	0.0
ligand_pose_822	-1.3584	-3.5197	1.2759	-0.5951	-0.3798	0.0
ligand_pose_823	-1.2054	-3.7554	5.6308	-0.3266	-0.0	0.0
ligand_pose_824	-0.9093	-3.7163	3.1286	-0.3278	-0.0	0.0
ligand_pose_825	-1.7618	-3.9386	1.6621	-0.8112	-0.2637	0.0
ligand_pose_826	-1.7672	-3.8328	1.3629	-0.7499	-0.0	0.0
ligand_pose_827	-1.2544	-3.984	5.5501	-0.6404	-0.2533	0.0
ligand_pose_828	-1.1737	-3.8545	2.0802	-0.6568	-0.0	0.0
ligand_pose_829	-1.236	-3.7205	1.1708	-0.6349	-0.0	0.0
ligand_pose_830	-1.3119	-3.5956	2.3211	-0.578	-0.1803	0.0
ligand_pose_831	-1.1131	-3.6424	0.9661	-0.618	-0.0	0.0
ligand_pose_832	-1.0694	-3.4985	1.2625	-0.5616	-0.0	0.0
ligand_pose_833	-1.2206	-3.6894	6.7264	-0.5362	-0.7637	0.0
ligand_pose_834	-1.0913	-3.6585	1.4143	-0.491	-0.0	0.0
ligand_pose_835	-1.3052	-3.9924	5.4294	-0.6491	-0.2483	0.0
ligand_pose_836	-1.1375	-3.9042	2.0089	-0.6662	-0.0	0.0
ligand_pose_837	-1.1708	-3.7645	0.9907	-0.6418	-0.0	0.0
ligand_pose_838	-1.3031	-3.6467	1.5565	-0.5842	-0.0	0.0
ligand_pose_839	-1.0555	-3.6781	0.9233	-0.6252	-0.0	0.0
ligand_pose_840	-1.0342	-3.5219	1.2192	-0.5698	-0.0	0.0
ligand_pose_841	-1.2448	-3.9709	5.5345	-0.642	-0.2532	0.0
ligand_pose_842	-1.2044	-3.8544	2.1001	-0.6588	-0.0	0.0
ligand_pose_843	-1.3239	-3.7323	1.3788	-0.6364	-0.0	0.0
ligand_pose_844	-1.1523	-3.6473	1.1727	-0.6195	-0.0	0.0
ligand_pose_845	-1.0952	-3.4986	1.3326	-0.5633	-0.0	0.0
ligand_pose_846	-1.2885	-3.6732	2.6982	-0.4718	-0.0	0.0
ligand_pose_847	-1.2	-3.7303	2.2169	-0.5085	-0.0	0.0
ligand_pose_848	-1.4054	-3.738	2.9073	-0.5213	-0.0	0.0
ligand_pose_849	-1.2546	-3.6735	5.6355	-0.2897	-0.0	0.0
ligand_pose_850	-0.9191	-3.6914	3.7458	-0.3266	-0.0	0.0
ligand_pose_851	-1.0301	-3.6729	4.1082	-0.3456	-0.0	0.0
ligand_pose_852	-1.3039	-3.8442	3.3503	-0.6933	-0.0	0.0
ligand_pose_853	-1.4431	-3.7682	1.4999	-0.6721	-0.0	0.0
ligand_pose_854	-1.6031	-3.6325	2.0679	-0.5999	-0.0	0.0
ligand_pose_855	-1.6418	-3.8089	1.9015	-0.7363	-0.0	0.0
ligand_pose_856	-1.2304	-3.6045	1.6753	-0.6251	-0.0	0.0
ligand_pose_857	-1.3404	-3.9522	6.3622	-0.7118	-0.3056	0.0
ligand_pose_858	-1.2626	-3.8833	2.2659	-0.7356	-0.0	0.0
ligand_pose_859	-1.4726	-3.7583	0.9384	-0.68	-0.0	0.0
ligand_pose_860	-1.5452	-3.6619	2.6038	-0.5925	-0.0674	0.0
ligand_pose_861	-1.7845	-3.8203	1.9547	-0.7073	-0.0	0.0
ligand_pose_862	-1.396	-3.6175	0.8682	-0.6436	-0.0	0.0
ligand_pose_863	-1.3924	-3.9288	7.0632	-0.7265	-0.5874	0.0
ligand_pose_864	-1.5233	-3.8452	2.4479	-0.6969	-0.4	0.0
ligand_pose_865	-1.6283	-3.7565	1.0743	-0.6422	-0.0504	0.0
ligand_pose_866	-1.2892	-3.442	1.4292	-0.6178	-0.0	0.0
ligand_pose_867	-1.4349	-3.5899	0.9183	-0.6228	-0.2294	0.0
ligand_pose_868	-1.2958	-3.4478	1.2635	-0.5913	-0.3521	0.0
ligand_pose_869	-1.7791	-3.9385	2.0045	-0.8112	-0.4422	0.0
ligand_pose_870	-1.63	-3.8325	2.9831	-0.7499	-0.5853	0.0
ligand_pose_871	-0.9805	-3.6679	0.807	-0.3643	-0.0	0.0
ligand_pose_872	-1.4409	-4.0264	6.0198	-0.6705	-0.2565	0.0
ligand_pose_873	-1.2786	-3.9409	1.9822	-0.6875	-0.0	0.0
ligand_pose_874	-1.3296	-3.8539	0.9394	-0.6609	-0.0	0.0
ligand_pose_875	-1.4424	-3.7061	1.7801	-0.6	-0.0	0.0
ligand_pose_876	-1.208	-3.778	0.851	-0.6428	-0.0	0.0
ligand_pose_877	-1.182	-3.6578	1.1563	-0.5898	-0.0	0.0
ligand_pose_878	-1.0958	-3.6661	4.1344	-0.4672	-0.5874	0.0
ligand_pose_879	-1.0921	-3.653	2.4579	-0.4728	-0.0	0.0
ligand_pose_880	-1.0606	-3.7114	1.8734	-0.5085	-0.0	0.0
ligand_pose_881	-1.2654	-3.6918	2.2066	-0.5175	-0.0	0.0
ligand_pose_882	-1.0206	-3.6456	0.9956	-0.364	-0.0	0.0
ligand_pose_883	-1.2674	-3.6554	6.1153	-0.2879	-0.0	0.0
ligand_pose_884	-1.0589	-3.6676	4.0993	-0.345	-0.0	0.0
ligand_pose_885	-0.9311	-3.6859	3.7458	-0.3266	-0.0	0.0
ligand_pose_886	-1.6062	-3.8125	3.0639	-0.7363	-0.4989	0.0
ligand_pose_887	-1.3103	-3.8361	4.2987	-0.6911	-0.237	0.0
ligand_pose_888	-1.4245	-3.776	4.2627	-0.6703	-0.5874	0.0
ligand_pose_889	-1.7729	-3.8046	1.637	-0.7067	-0.0	0.0
ligand_pose_890	-1.301	-3.9519	6.3622	-0.7118	-0.3056	0.0
ligand_pose_891	-1.3385	-3.8551	2.3942	-0.7356	-0.0	0.0
ligand_pose_892	-1.5149	-3.7575	1.5341	-0.68	-0.3239	0.0
ligand_pose_893	-1.3055	-3.6035	3.3942	-0.6232	-0.5185	0.0
ligand_pose_894	-1.2654	-3.9228	6.7577	-0.7295	-0.5874	0.0
ligand_pose_895	-1.4297	-3.8269	2.341	-0.6966	-0.3771	0.0
ligand_pose_896	-1.5624	-3.7225	0.8203	-0.641	-0.0279	0.0
ligand_pose_897	-1.4749	-3.5841	2.3372	-0.5676	-0.0	0.0
ligand_pose_898	-1.4263	-3.5332	7.8761	-0.4779	-0.155	0.0
ligand_pose_899	-1.4156	-3.5987	1.2392	-0.6436	-0.0972	0.0
ligand_pose_900	-1.3485	-3.5665	0.7156	-0.6217	-0.208	0.0
ligand_pose_901	-1.26	-3.431	1.5923	-0.6178	-0.0	0.0
ligand_pose_902	-1.2236	-3.4194	1.1004	-0.5888	-0.3324	0.0
ligand_pose_903	-1.1679	-3.7263	4.6497	-0.3461	-0.0	0.0
ligand_pose_904	-1.1049	-3.7242	3.8657	-0.3266	-0.0	0.0
ligand_pose_905	-0.9224	-3.6878	3.7458	-0.3266	-0.0	0.0
ligand_pose_906	-1.059	-3.6812	4.1393	-0.3454	-0.0	0.0
ligand_pose_907	-0.9116	-3.7318	1.833	-0.4838	-0.0	0.0
ligand_pose_908	-1.267	-3.6608	6.069	-0.2879	-0.0	0.0
ligand_pose_909	-1.1399	-3.811	1.8638	-0.5032	-0.0	0.0
ligand_pose_910	-1.231	-3.625	4.9898	-0.2976	-0.0	0.0
ligand_pose_911	-0.9245	-3.7151	3.1549	-0.3254	-0.0	0.0
ligand_pose_912	-0.9094	-3.6711	3.2557	-0.3177	-0.0	0.0
ligand_pose_913	-0.9176	-3.6648	3.2304	-0.3201	-0.0	0.0
ligand_pose_914	-1.7817	-3.9246	1.7808	-0.7958	-0.2241	0.0
ligand_pose_915	-1.5081	-3.8199	1.1763	-0.7263	-0.0	0.0
ligand_pose_916	-1.3311	-4.0133	5.4108	-0.6491	-0.2483	0.0
ligand_pose_917	-1.1738	-3.8914	2.0047	-0.6662	-0.0	0.0
ligand_pose_918	-1.242	-3.7475	1.0062	-0.6418	-0.0	0.0
ligand_pose_919	-1.411	-3.6363	1.8623	-0.5842	-0.0	0.0
ligand_pose_920	-1.1084	-3.6605	0.9249	-0.6252	-0.0	0.0
ligand_pose_921	-1.0771	-3.5095	1.2192	-0.5698	-0.0	0.0
ligand_pose_922	-1.0201	-3.6245	1.3051	-0.4949	-0.0	0.0
ligand_pose_923	-1.3461	-4.0057	6.042	-0.6601	-0.2478	0.0
ligand_pose_924	-1.2373	-3.9364	1.9698	-0.6776	-0.0	0.0
ligand_pose_925	-1.2724	-3.8343	0.9609	-0.6513	-0.0	0.0
ligand_pose_926	-1.4037	-3.6686	1.6249	-0.5926	-0.0	0.0
ligand_pose_927	-1.1622	-3.7334	0.8821	-0.6342	-0.0	0.0
ligand_pose_928	-1.135	-3.5905	1.1733	-0.5804	-0.0	0.0
ligand_pose_929	-1.3477	-4.0115	6.1152	-0.6601	-0.2478	0.0
ligand_pose_930	-1.2346	-3.9391	1.9934	-0.6776	-0.0	0.0
ligand_pose_931	-1.2777	-3.8288	0.9609	-0.6513	-0.0	0.0
ligand_pose_932	-1.4068	-3.6663	1.6301	-0.5926	-0.0	0.0
ligand_pose_933	-1.168	-3.7367	0.8821	-0.6342	-0.0	0.0
ligand_pose_934	-1.1421	-3.5846	1.1733	-0.5804	-0.0	0.0
ligand_pose_935	-1.0813	-3.6756	4.0993	-0.345	-0.0	0.0
ligand_pose_936	-0.9301	-3.6893	3.7458	-0.3266	-0.0	0.0
ligand_pose_937	-1.131	-3.6182	2.5372	-0.4723	-0.0	0.0
ligand_pose_938	-1.0446	-3.6604	1.8734	-0.5085	-0.0	0.0
ligand_pose_939	-1.2009	-3.6243	2.0637	-0.5158	-0.0	0.0
ligand_pose_940	-1.7442	-3.8534	2.4632	-0.7173	-0.0	0.0
ligand_pose_941	-0.8579	-3.6716	3.2593	-0.3173	-0.0	0.0
ligand_pose_942	-1.2815	-3.6049	6.5821	-0.3047	-0.0	0.0
ligand_pose_943	-1.7307	-3.9323	1.5494	-0.8037	-0.2449	0.0
ligand_pose_944	-1.5747	-3.8409	1.2652	-0.7381	-0.0	0.0
ligand_pose_945	-1.7416	-3.8511	2.4381	-0.7173	-0.0	0.0
ligand_pose_946	-0.8763	-3.6669	3.2304	-0.3201	-0.0	0.0
ligand_pose_947	-1.6384	-3.9327	1.5543	-0.805	-0.2449	0.0
ligand_pose_948	-1.4997	-3.8371	1.2176	-0.7402	-0.0	0.0
ligand_pose_949	-1.155	-3.6082	5.8374	-0.297	-0.0	0.0
ligand_pose_950	-1.3095	-3.5784	2.7233	-0.514	-0.1667	0.0
ligand_pose_951	-1.244	-3.6101	3.2332	-0.4707	-0.0	0.0
ligand_pose_952	-1.1963	-3.6694	2.5604	-0.5085	-0.0	0.0
ligand_pose_953	-1.3752	-3.5975	2.603	-0.5143	-0.0	0.0
ligand_pose_954	-1.1382	-3.6473	2.4269	-0.472	-0.0	0.0
ligand_pose_955	-1.0653	-3.7106	1.9686	-0.5085	-0.0	0.0
ligand_pose_956	-1.3124	-3.6864	2.2872	-0.5184	-0.0	0.0
ligand_pose_957	-1.2466	-3.6991	1.2948	-0.4938	-0.0	0.0
ligand_pose_958	-1.2233	-3.7194	1.3194	-0.3727	-0.0	0.0
ligand_pose_959	-1.2279	-3.6749	5.7889	-0.2907	-0.0	0.0
ligand_pose_960	-1.1401	-3.6492	2.426	-0.472	-0.0	0.0
ligand_pose_961	-1.0676	-3.7101	1.9641	-0.5085	-0.0	0.0
ligand_pose_962	-1.3152	-3.6889	2.2601	-0.5184	-0.0	0.0
ligand_pose_963	-1.3092	-3.6655	2.1532	-0.5268	-0.0	0.0
ligand_pose_964	-1.002	-3.6409	2.1424	-0.4671	-0.0	0.0
ligand_pose_965	-1.2231	-3.6962	4.8392	-0.4015	-0.5874	0.0
ligand_pose_966	-1.0156	-3.6514	0.7201	-0.3643	-0.0	0.0
ligand_pose_967	-0.9383	-3.6656	1.8972	-0.4738	-0.0	0.0
ligand_pose_968	-1.0634	-3.6422	2.2071	-0.4681	-0.0	0.0
ligand_pose_969	-1.069	-3.717	3.8541	-0.3266	-0.0	0.0
ligand_pose_970	-1.1992	-3.7282	4.5941	-0.3471	-0.0	0.0
ligand_pose_971	-1.09	-3.6361	2.5311	-0.4721	-0.0	0.0
ligand_pose_972	-1.0907	-3.68	2.0039	-0.5085	-0.0	0.0
ligand_pose_973	-1.3257	-3.65	2.1741	-0.5164	-0.0	0.0
ligand_pose_974	-1.0361	-3.758	1.759	-0.4936	-0.0	0.0
ligand_pose_975	-0.9183	-3.6943	3.7458	-0.3266	-0.0	0.0
ligand_pose_976	-1.054	-3.6864	4.0993	-0.345	-0.0	0.0
ligand_pose_977	-1.7922	-3.9069	3.2404	-0.7905	-0.2208	0.0
ligand_pose_978	-1.5475	-3.8477	1.5186	-0.7206	-0.0	0.0
ligand_pose_979	-1.1861	-3.6865	2.6861	-0.5085	-0.1441	0.0
ligand_pose_980	-1.2509	-3.5906	2.0424	-0.5144	-0.0	0.0
ligand_pose_981	-1.775	-3.9416	1.456	-0.7969	-0.2258	0.0
ligand_pose_982	-1.4661	-3.8294	1.1644	-0.7273	-0.0	0.0
ligand_pose_983	-0.8497	-3.6697	3.2304	-0.3201	-0.0	0.0
ligand_pose_984	-1.0459	-3.7574	3.0533	-0.3346	-0.0	0.0
ligand_pose_985	-0.973	-3.5783	1.3782	-0.5027	-0.0	0.0
ligand_pose_986	-1.0019	-3.6383	1.8968	-0.4738	-0.0	0.0
ligand_pose_987	-0.9516	-3.6212	0.6699	-0.367	-0.0	0.0
ligand_pose_988	-0.9968	-3.734	1.824	-0.4837	-0.0	0.0
ligand_pose_989	-1.0031	-3.7254	1.824	-0.4837	-0.0	0.0
ligand_pose_990	-0.945	-3.629	3.7458	-0.3266	-0.0	0.0
ligand_pose_991	-1.0047	-3.6083	3.9468	-0.3463	-0.0	0.0
ligand_pose_992	-1.0893	-3.6532	1.5427	-0.4913	-0.0	0.0
ligand_pose_993	-1.1665	-3.6142	1.8627	-0.5153	-0.0046	0.0
ligand_pose_994	-1.0907	-3.6527	1.5486	-0.4913	-0.0	0.0
ligand_pose_995	-1.1159	-3.5862	1.4224	-0.5173	-0.0	0.0
ligand_pose_996	-1.1357	-3.5962	4.6074	-0.3496	-0.0497	0.0
ligand_pose_997	-1.1165	-3.6174	4.0874	-0.3266	-0.0	0.0
ligand_pose_998	-1.1421	-3.5853	4.4096	-0.3479	-0.0	0.0
ligand_pose_999	-0.944	-3.6812	3.7483	-0.3266	-0.0	0.0
ligand_pose_1000	-1.1133	-3.6877	4.1182	-0.3464	-0.0	0.0
ligand_pose_1001	-1.1088	-3.6767	0.8526	-0.3667	-0.0	0.0
ligand_pose_1002	-0.9462	-3.684	3.7474	-0.3266	-0.0	0.0
ligand_pose_1003	-1.1146	-3.6844	4.1114	-0.3464	-0.0	0.0
ligand_pose_1004	-1.2566	-3.6163	1.0978	-0.394	-0.0	0.0
ligand_pose_1005	-0.9596	-3.5881	3.537	-0.3051	-0.0	0.0
ligand_pose_1006	-0.8836	-3.612	3.3077	-0.312	-0.0	0.0
ligand_pose_1007	-0.98	-3.5952	3.6112	-0.3059	-0.0	0.0
ligand_pose_1008	-0.9886	-3.6432	3.7521	-0.3266	-0.0	0.0
ligand_pose_1009	-1.1048	-3.6321	4.0225	-0.3469	-0.0	0.0
ligand_pose_1010	-0.9285	-3.7048	3.1413	-0.3281	-0.0	0.0
ligand_pose_1011	-1.0048	-3.6337	1.3105	-0.4961	-0.0	0.0
ligand_pose_1012	-1.0902	-3.6446	4.3944	-0.3266	-0.0	0.0
